Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
06/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/06/2019;1200;0;5;0;7;0;924.6;1017.7;20;19;18.5;91;14;0.3;70
06/06/2019;1800;0;2;0;6;0;925.1;null;25.6;19.4;16.2;58;14;2.5;70
07/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/06/2019;1200;0;5;0;7;0;923.8;null;20.4;19.4;null;91;14;0.3;70
07/06/2019;1800;0;5;0;9;0;925.2;null;24;19;null;63;14;2;70
08/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/06/2019;1200;-1;5;-1;10;0.4;924.5;null;19.4;19;null;96;18;0.3;70
08/06/2019;1800;0;5;0;8;0;923.6;null;25;20;null;64;14;2.5;70
09/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/06/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/06/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/06/2019;1200;-1;5;-1;10;7;925.3;null;19.2;19;null;98;18;2;50
10/06/2019;1800;-1;5;-1;10;0;925.6;null;20.4;20.2;null;98;14;3.3;50
11/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/06/2019;1200;-1;5;-1;10;0;925.7;1016;19.6;19.2;18.4;96;18;1.6;70
11/06/2019;1800;0;2;0;7;0;924;null;24;21;19.9;78;18;0.8;70
12/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/06/2019;1200;-1;5;-1;10;0;925.5;1016.7;18;17.8;17.7;98;0;0;50
12/06/2019;1800;0;5;0;9;0;925.1;null;24.2;21;19.7;76;18;0.3;60
13/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/06/2019;1200;-1;5;-1;10;6;926.2;1017.6;18;18;18;null;0;0;10
13/06/2019;1800;-1;5;-1;10;0;924;null;23;20.4;null;80;18;0.3;60
14/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/06/2019;1200;-1;5;-1;10;30.7;926.2;null;19;19;null;100;18;0.3;20
14/06/2019;1800;0;5;0;7;1.2;926.8;null;21.6;19.6;null;84;14;3.3;60
15/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/06/2019;1200;-1;5;-1;10;1.5;926;null;19.4;19;null;96;18;0.8;50
15/06/2019;1800;0;5;0;9;0;924.3;null;24.6;20.6;null;71;18;1.6;70
16/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/06/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/06/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/06/2019;1200;-1;5;-1;10;20.4;925.2;null;19;19;null;100;0;0;10
17/06/2019;1800;-1;5;-1;10;5;924.5;null;21.2;20.8;null;96;14;1.6;20
18/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/06/2019;1200;-1;5;-1;10;17;926.1;null;18.8;18.8;null;100;14;0.3;10
18/06/2019;1800;-1;5;-1;10;0;924.7;null;22.2;20.4;null;86;18;0.8;70
19/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/06/2019;1200;-1;5;-1;10;1.3;924.8;null;18;18;null;100;18;0.3;50
19/06/2019;1800;0;2;0;6;0;926.8;null;23.2;18.4;null;64;18;2;70
20/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
20/06/2019;1200;0;5;0;8;0;925.7;null;19.4;18.4;null;91;18;2;70
20/06/2019;1800;0;5;0;7;0;923.4;null;23;20;null;77;14;2.5;70
21/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
21/06/2019;1200;0;5;0;8;0;927.5;1018.9;19;18.2;17.8;93;14;0.8;70
21/06/2019;1800;0;2;0;5;0;927.1;null;24;19;null;63;14;1.3;70
22/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
22/06/2019;1200;-1;5;-1;10;0;928.9;1020.6;18.4;18.4;18.4;100;14;0.5;20
22/06/2019;1800;0;4;0;7;0;926.6;null;23.6;19.6;17.8;70;18;2;70
23/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/06/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/06/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/06/2019;1200;-1;5;-1;10;2.2;925.1;null;19;18.4;18.2;94;14;1.3;50
24/06/2019;1800;-1;5;-1;10;0;923.1;null;20.2;19.2;18.7;91;14;0.5;60
25/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/06/2019;1200;-1;5;-1;10;2.5;926.3;1017.4;18;17.8;17.7;98;14;2.5;60
25/06/2019;1800;0;2;0;7;0;923.4;null;24;19.4;16;66;14;4.1;70
26/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/06/2019;1200;-1;5;-1;10;0;925.3;1016.8;17.6;17.4;17.3;98;0;0;60
26/06/2019;1800;0;4;0;7;0;924.3;null;25;19.8;17.7;63;0;0;70
27/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/06/2019;1200;-1;5;-1;10;4.4;925;1016.3;19.4;19.4;19.4;100;0;0;10
27/06/2019;1800;-1;5;-1;10;1.6;925.4;null;20.8;19.8;19.6;91;14;0.8;60
28/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/06/2019;1200;-1;5;-1;10;1.6;925.4;1016.7;17.6;17.6;17.6;100;0;0;20
28/06/2019;1800;-1;5;-1;10;0;924.2;null;22.4;20;19;81;18;2.5;60
29/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/06/2019;1200;-1;5;-1;10;6;924.6;1016.1;18.4;17.8;17.4;94;14;2.5;60
29/06/2019;1800;-1;5;-1;10;0;923.4;null;20.8;20;20.8;93;14;2;60
30/06/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
30/06/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
30/06/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/07/2019;1200;-1;5;-1;10;22.4;924.3;null;18.6;18.6;18.6;100;0;0;10
01/07/2019;1800;-1;5;-1;10;1.4;922.8;null;22;20.6;19.9;88;18;2.5;60
02/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/07/2019;1200;0;2;0;6;1.5;922.6;1013.5;19;18;17.5;91;9;1.6;70
02/07/2019;1800;0;2;0;5;0;920.1;null;25;19.4;16.7;60;9;4.1;70
03/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/07/2019;1200;-1;5;-1;10;0;923.1;1013.8;20;19;18.5;91;14;0.8;70
03/07/2019;1800;0;5;0;9;0;921.5;null;23.8;21.8;19.4;85;14;0.3;60
04/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/07/2019;1200;0;2;0;4;2.8;924.1;1014.5;21;19.6;18.9;88;9;4.1;70
04/07/2019;1800;0;2;0;5;0;923.9;null;25;20.4;18.4;67;9;4.6;20
05/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/07/2019;1200;0;2;0;7;0;925.1;1016;20.4;19.4;18.9;91;9;5;70
05/07/2019;1800;0;2;0;6;0;924.5;null;26;21;null;65;14;3;70
06/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/07/2019;1200;0;2;0;8;0;924.6;null;18.4;17.8;null;94;9;3.3;70
06/07/2019;1800;0;2;0;4;0;923.7;null;25.6;20.4;18.3;64;18;0.8;70
07/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/07/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/07/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/07/2019;1200;-1;5;-1;10;0;927.2;null;19;18.8;18.7;98;18;0.3;50
08/07/2019;1800;-1;5;-1;10;0;926.3;null;20.6;19;18.4;87;23;5;50
09/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/07/2019;1200;-1;5;-1;10;11;927;1018.3;19;18.8;18.7;98;14;0.3;60
09/07/2019;1800;-1;5;-1;10;0.4;924.8;null;21.8;20.6;20.1;90;14;5;50
10/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/07/2019;1200;-1;5;-1;10;4.4;925.9;null;18.8;18.4;null;96;18;0.8;60
10/07/2019;1800;0;5;0;9;0;924.3;null;22.4;20.4;19.6;84;18;0.3;70
11/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/07/2019;1200;null;5;null;10;3;924.1;1015.2;19;18.4;18.2;94;14;0.3;60
11/07/2019;1800;null;5;null;10;0;924.3;null;21.2;20;19.5;90;14;2.5;70
12/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/07/2019;1200;-1;5;-1;10;13;924.5;1015.5;19;18.6;18.3;96;9;0.8;50
12/07/2019;1800;-1;5;-1;7;0.2;923.2;null;23.6;20.6;19.6;78;14;2;70
13/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/07/2019;1200;-1;5;-1;10;0.2;925.9;null;18.6;18.4;null;98;23;0.3;10
13/07/2019;1800;-1;5;-1;10;1.4;924.4;null;19.8;19.6;null;98;18;0.3;50
14/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/07/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/07/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/07/2019;1200;-1;5;-1;10;7;923.9;null;17.4;17.4;null;100;14;0.3;10
15/07/2019;1800;0;2;0;5;0;923;null;23;18;null;63;9;0.5;70
16/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/07/2019;1200;-1;5;-1;10;0;924;null;17.2;17;null;98;0;0;20
16/07/2019;1800;0;2;0;5;0;923.6;null;24;19.4;null;66;18;0.8;70
17/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/07/2019;1200;0;5;0;9;0;925.5;null;18;17.8;null;98;14;0.5;70
17/07/2019;1800;0;2;0;5;0;924.4;null;24.2;18.6;null;59;18;0.3;70
18/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/07/2019;1200;-1;5;-1;10;7;926.2;null;17.8;17.4;null;96;18;0.3;70
18/07/2019;1800;0;2;0;6;0;925.8;null;22.6;18.6;null;70;14;0.5;70
19/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/07/2019;1200;-1;5;-1;10;2.8;926.4;null;17.6;17.4;null;98;0;0;10
19/07/2019;1800;-1;5;-1;10;2.8;926.7;null;19.4;18.6;18.2;93;14;1.6;20
20/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
20/07/2019;1200;-1;5;-1;10;30.2;926.8;1018.7;17.6;17.6;17.6;100;0;0;10
20/07/2019;1800;-1;5;-1;10;2;925.1;null;19.8;18.8;null;91;14;2;50
21/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
21/07/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
21/07/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
22/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
22/07/2019;1200;-1;5;-1;10;12.8;925.4;null;17.6;17.6;null;100;18;2.5;10
22/07/2019;1800;-1;5;-1;10;0;925.7;null;19;18.8;18.7;98;14;1.6;50
23/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/07/2019;1200;-1;5;-1;10;17.6;925.5;1017.2;17.6;17.6;17.6;100;18;0.3;20
23/07/2019;1800;-1;5;-1;10;0;924.9;null;19.6;18.8;18.4;93;14;0.5;50
24/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/07/2019;1200;-1;5;-1;10;6;925;null;18;18;null;100;0;0;10
24/07/2019;1800;-1;5;-1;10;2.3;926.4;null;19.6;19.6;null;100;0;0;20
25/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/07/2019;1200;-1;5;-1;10;6.8;924.9;1016.2;17.6;17.4;17.3;98;14;0.8;20
25/07/2019;1800;-1;5;-1;10;0.4;925.5;null;19.8;19;18.3;93;18;0.8;60
26/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/07/2019;1200;-1;5;-1;10;6.3;926.5;1018.8;17.6;17.4;17.3;98;0;0;10
26/07/2019;1800;-1;5;-1;10;1;926.8;null;20.2;19.2;18.7;91;18;0.3;50
27/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/07/2019;1200;-1;5;-1;10;5;927;null;17.4;17.2;null;98;14;0.3;20
27/07/2019;1800;-1;5;-1;10;0.5;926.5;null;21.4;19.6;19;86;14;0.8;60
28/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/07/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/07/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/07/2019;1200;-1;5;-1;10;8;925.3;null;16.6;16.6;16.6;100;0;0;20
29/07/2019;1800;0;2;0;4;0;926.9;null;22.2;17.6;15.3;65;14;0.3;70
30/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
30/07/2019;1200;-1;5;-1;10;0.6;925.3;1017;18;18;18;100;0;0;10
30/07/2019;1800;-1;5;-1;10;0.1;925.6;null;21.8;19;17.8;78;14;2;50
31/07/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
31/07/2019;1200;0;5;0;9;2.4;926.3;1017.7;18.6;18;17.8;94;14;0.5;60
31/07/2019;1800;0;2;0;6;0;927.1;null;21.6;19.2;18;81;18;0.3;70
01/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/08/2019;1200;-1;5;-1;10;0;924.3;1015.7;17.2;17.2;17.2;100;0;0;10
01/08/2019;1800;-1;5;-1;10;0;924.7;null;21.2;20.2;19.7;91;18;2;50
02/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/08/2019;1200;-1;5;-1;10;6.8;925.2;null;18;18;18;100;14;0.3;10
02/08/2019;1800;-1;5;-1;10;0;924.4;null;21.4;19.6;19;86;18;2;60
03/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/08/2019;1200;0;2;0;8;0;925.4;1016.7;18.6;17.4;16.6;89;14;0.3;70
03/08/2019;1800;0;5;0;9;0;924.6;null;21.6;19.6;null;84;18;1.6;70
04/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/08/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/08/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/08/2019;1200;-1;5;-1;10;5.8;927.6;null;18;17.6;17.4;96;14;3;50
05/08/2019;1800;-1;5;-1;10;0;929.1;null;19.2;18.2;17.7;91;14;3.3;50
06/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/08/2019;1200;-1;8;-1;10;13;928.8;1020.9;17.2;16.8;16.9;96;14;3.3;60
06/08/2019;1800;0;null;0;null;0;928.9;null;19.6;18;null;87;14;3.3;70
07/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/08/2019;1200;0;5;0;9;4.2;928;1020;17;16.8;16.7;98;14;2.5;60
07/08/2019;1800;0;2;0;8;0;927.8;null;22.4;17.8;15.5;65;14;3;70
08/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/08/2019;1200;-1;5;-1;10;9;927.4;1019.3;18;18;18;100;14;0.8;10
08/08/2019;1800;-1;5;-1;10;6;928.5;null;19.4;18.8;18.6;94;14;3;20
09/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/08/2019;1200;0;5;0;8;6;927;null;16.4;16.2;null;98;14;0.8;70
09/08/2019;1800;0;2;0;6;0;925.8;null;23.2;18.2;15.8;63;14;5;70
10/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/08/2019;1200;-1;5;-1;10;0;927.7;1019.8;18;17.2;16.7;92;9;5;70
10/08/2019;1800;0;5;0;7;0;927.8;null;22.8;18.4;null;67;14;2.5;70
11/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/08/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/08/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/08/2019;1200;-1;5;-1;10;1.3;925.2;null;18;17.6;17.4;96;14;0.5;10
12/08/2019;1800;-1;5;-1;10;1.4;926.3;null;20;19;null;91;14;0.8;50
13/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/08/2019;1200;0;2;0;7;1;925.5;1016.6;16.4;16.2;16.1;98;0;0;60
13/08/2019;1800;0;2;0;7;0;926.3;null;21.6;18.6;17.4;77;0;0;70
14/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/08/2019;1200;-1;5;-1;10;1.2;926.5;1018.4;17.8;17.8;17.8;100;0;0;10
14/08/2019;1800;-1;5;-1;10;1.4;926.5;null;20;20;20;100;14;0.3;10
15/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/08/2019;1200;-1;5;-1;10;8.4;928.3;1021.4;17.4;17.4;17.4;100;0;0;10
15/08/2019;1800;-1;5;-1;10;2;929.3;null;18.6;18.4;18.3;98;14;2;20
16/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/08/2019;1200;-1;5;-1;10;4.3;929.8;1022;17.6;17.6;17.6;100;0;0;5
16/08/2019;1800;-1;5;-1;10;3.2;927.6;null;19.6;19.2;19.5;96;18;1;50
17/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/08/2019;1200;0;5;0;10;null;926.3;1017.9;18.4;18;17.8;96;14;0.8;50
17/08/2019;1800;-1;5;-1;10;1.5;924.5;null;19.2;19;18.9;98;14;3.3;20
18/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/08/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/08/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/08/2019;1200;-1;5;-1;10;0.4;926;null;18;17.8;17.7;98;14;0.3;20
19/08/2019;1800;0;2;0;7;0;926;null;23;19.2;18;71;14;0.3;70
20/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
20/08/2019;1200;0;2;0;7;0;926.4;1018.2;17.4;17;16.8;96;14;0.3;70
20/08/2019;1800;0;2;0;6;0;926.5;null;23.4;18.6;19;64;18;2;70
21/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
21/08/2019;1200;0;2;0;3;0;927;null;17;16.4;null;94;14;0.3;70
21/08/2019;1800;0;2;0;2;0;925.6;null;24;19;16.5;63;18;0.5;70
22/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
22/08/2019;1200;0;5;0;8;0;926.1;1017.9;18.4;17.6;17.1;92;18;1.6;70
22/08/2019;1800;0;2;0;6;0;925;null;23.6;18.8;16.6;65;18;1.3;70
23/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/08/2019;1200;-1;5;-1;10;1.2;927.4;1019.1;17.4;17.2;17.1;98;18;0.5;10
23/08/2019;1800;0;5;0;8;0;927.5;null;21.6;18;16.5;72;18;3;70
24/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/08/2019;1200;0;2;0;8;0.2;927.8;1019.6;18.6;17.8;17.4;93;14;1.3;70
24/08/2019;1800;0;5;0;9;0;925.7;null;22.8;19.4;18.5;74;18;0.3;70
25/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/08/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/08/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/08/2019;1200;0;5;0;8;0;928.4;null;18;17.6;17.4;96;14;0.8;60
26/08/2019;1800;0;2;0;6;0;926.2;null;23;17.6;14.8;60;14;1.3;70
27/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/08/2019;1200;-1;5;-1;10;9.2;927.4;null;18;17.8;17.7;98;14;0.3;20
27/08/2019;1800;-1;5;-1;10;0.8;925.6;null;19.8;19;18.6;93;18;0.3;20
28/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/08/2019;1200;-1;5;-1;10;4.6;926.8;1018.4;17.2;16.8;16.6;96;14;0.5;60
28/08/2019;1800;0;2;0;4;0;927.3;null;21.2;17;16.6;67;14;0.8;70
29/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/08/2019;1200;0;2;0;8;0;925.8;1017.6;17.4;17;16.8;96;14;0.3;70
29/08/2019;1800;0;2;0;7;0;925;null;21.4;18.6;17.8;77;14;2.5;70
30/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
30/08/2019;1200;-1;5;-1;10;0;926.6;null;17.6;17.4;16;98;0;0;20
30/08/2019;1800;0;5;0;9;0;927.3;null;21;19;18.2;84;14;0.3;70
31/08/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
31/08/2019;1200;0;2;0;7;0;926.2;null;18;17;null;91;14;3.3;70
31/08/2019;1800;0;2;0;6;0;923.9;null;24.4;19.2;16.6;62;18;0.5;70
01/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/09/2019;1200;null;5;null;10;0;924.3;null;19;18.6;18.3;96;14;3.3;20
02/09/2019;1800;0;5;0;8;0;924.8;null;22.2;20;19.4;83;14;0.5;70
03/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/09/2019;1200;-1;5;-1;10;0.5;924.5;1015.5;19;18.6;18.3;96;14;0.3;50
03/09/2019;1800;0;5;0;8;0;924.6;null;22.4;20;19;81;14;0.5;70
04/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/09/2019;1200;0;2;null;8;0.4;926;null;18.6;18.2;null;96;14;0.5;70
04/09/2019;1800;0;5;0;9;0;926.2;null;23;20;18.7;77;14;0.3;70
05/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/09/2019;1200;-1;5;-1;10;1.5;926.3;1017.7;18.6;18.4;18.3;98;18;0.3;50
05/09/2019;1800;0;2;0;7;0;924.4;null;23.6;20;18.7;73;18;0.3;70
06/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/09/2019;1200;-1;5;-1;10;7.5;926.3;1017.7;18;17.8;17.7;98;18;0.8;50
06/09/2019;1800;0;4;0;7;0;925;null;23.2;19.8;18.3;74;18;1.3;70
07/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/09/2019;1200;-1;5;-1;10;2;927.4;null;18;17.8;null;98;18;1.3;50
07/09/2019;1800;-1;5;-1;10;0.3;926.2;null;19.6;19.2;18.4;96;18;0.3;50
08/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/09/2019;1200;-1;5;-1;10;2;927.5;null;18.4;17.6;17.3;92;14;0.8;70
09/09/2019;1800;0;2;0;4;0;925.9;null;24.8;19.6;null;63;14;1.6;70
10/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
11/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
12/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
16/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
17/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
18/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/09/2019;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null
19/09/2019;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
20/09/2019;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
